0	0	0	0.000000
0	1	0	0.000000
0	2	0	0.000000
0	3	0	0.000000
0	4	0	0.000000
0	5	0	0.000000
0	6	0	0.000000
0	7	0	0.000000
0	8	0	0.000000
1	0	0	0.000000
1	1	0	0.000000
1	2	0	0.000000
1	3	0	0.000000
1	4	0	0.000000
1	5	0	0.000000
1	6	0	0.000000
1	7	0	0.000000
1	8	0	0.000000
2	0	0	0.000000
2	1	0	0.000000
2	2	0	0.000000
2	3	0	0.000000
2	4	0	0.000000
2	5	0	0.000000
2	6	0	0.000000
2	7	0	0.000000
2	8	0	0.000000
3	0	0	0.000000
3	1	0	0.000000
3	2	0	0.000000
3	3	0	0.000000
3	4	0	0.000000
3	5	0	0.000000
3	6	0	0.000000
3	7	0	0.000000
3	8	0	0.000000
4	0	0	0.000000
4	1	0	0.000000
4	2	0	0.000000
4	3	0	0.000000
4	4	0	10.000000
4	5	0	0.000000
4	6	0	0.000000
4	7	0	0.000000
4	8	0	0.000000
5	0	0	0.000000
5	1	0	0.000000
5	2	0	0.000000
5	3	0	0.000000
5	4	0	0.000000
5	5	0	0.000000
5	6	0	0.000000
5	7	0	0.000000
5	8	0	0.000000
6	0	0	0.000000
6	1	0	0.000000
6	2	0	0.000000
6	3	0	0.000000
6	4	0	0.000000
6	5	0	0.000000
6	6	0	0.000000
6	7	0	0.000000
6	8	0	0.000000
7	0	0	0.000000
7	1	0	0.000000
7	2	0	0.000000
7	3	0	0.000000
7	4	0	0.000000
7	5	0	0.000000
7	6	0	0.000000
7	7	0	0.000000
7	8	0	0.000000
8	0	0	0.000000
8	1	0	0.000000
8	2	0	0.000000
8	3	0	0.000000
8	4	0	0.000000
8	5	0	0.000000
8	6	0	0.000000
8	7	0	0.000000
8	8	0	0.000000
0	0	1	0.000000
0	1	1	0.000000
0	2	1	0.000000
0	3	1	0.000000
0	4	1	0.000000
0	5	1	0.000000
0	6	1	0.000000
0	7	1	0.000000
0	8	1	0.000000
1	0	1	0.000000
1	1	1	0.000000
1	2	1	0.000000
1	3	1	0.000000
1	4	1	0.000000
1	5	1	0.000000
1	6	1	0.000000
1	7	1	0.000000
1	8	1	0.000000
2	0	1	0.000000
2	1	1	0.000000
2	2	1	0.000000
2	3	1	0.000000
2	4	1	0.000000
2	5	1	0.000000
2	6	1	0.000000
2	7	1	0.000000
2	8	1	0.000000
3	0	1	0.000000
3	1	1	0.000000
3	2	1	0.000000
3	3	1	1.000000
3	4	1	1.000000
3	5	1	1.000000
3	6	1	0.000000
3	7	1	0.000000
3	8	1	0.000000
4	0	1	0.000000
4	1	1	0.000000
4	2	1	0.000000
4	3	1	1.000000
4	4	1	10.000000
4	5	1	1.000000
4	6	1	0.000000
4	7	1	0.000000
4	8	1	0.000000
5	0	1	0.000000
5	1	1	0.000000
5	2	1	0.000000
5	3	1	1.000000
5	4	1	1.000000
5	5	1	1.000000
5	6	1	0.000000
5	7	1	0.000000
5	8	1	0.000000
6	0	1	0.000000
6	1	1	0.000000
6	2	1	0.000000
6	3	1	0.000000
6	4	1	0.000000
6	5	1	0.000000
6	6	1	0.000000
6	7	1	0.000000
6	8	1	0.000000
7	0	1	0.000000
7	1	1	0.000000
7	2	1	0.000000
7	3	1	0.000000
7	4	1	0.000000
7	5	1	0.000000
7	6	1	0.000000
7	7	1	0.000000
7	8	1	0.000000
8	0	1	0.000000
8	1	1	0.000000
8	2	1	0.000000
8	3	1	0.000000
8	4	1	0.000000
8	5	1	0.000000
8	6	1	0.000000
8	7	1	0.000000
8	8	1	0.000000
0	0	2	0.000000
0	1	2	0.000000
0	2	2	0.000000
0	3	2	0.000000
0	4	2	0.000000
0	5	2	0.000000
0	6	2	0.000000
0	7	2	0.000000
0	8	2	0.000000
1	0	2	0.000000
1	1	2	0.000000
1	2	2	0.000000
1	3	2	0.000000
1	4	2	0.000000
1	5	2	0.000000
1	6	2	0.000000
1	7	2	0.000000
1	8	2	0.000000
2	0	2	0.000000
2	1	2	0.000000
2	2	2	0.100000
2	3	2	0.200000
2	4	2	0.300000
2	5	2	0.200000
2	6	2	0.100000
2	7	2	0.000000
2	8	2	0.000000
3	0	2	0.000000
3	1	2	0.000000
3	2	2	0.200000
3	3	2	1.400000
3	4	2	1.600000
3	5	2	1.400000
3	6	2	0.200000
3	7	2	0.000000
3	8	2	0.000000
4	0	2	0.000000
4	1	2	0.000000
4	2	2	0.300000
4	3	2	1.600000
4	4	2	10.000000
4	5	2	1.600000
4	6	2	0.300000
4	7	2	0.000000
4	8	2	0.000000
5	0	2	0.000000
5	1	2	0.000000
5	2	2	0.200000
5	3	2	1.400000
5	4	2	1.600000
5	5	2	1.400000
5	6	2	0.200000
5	7	2	0.000000
5	8	2	0.000000
6	0	2	0.000000
6	1	2	0.000000
6	2	2	0.100000
6	3	2	0.200000
6	4	2	0.300000
6	5	2	0.200000
6	6	2	0.100000
6	7	2	0.000000
6	8	2	0.000000
7	0	2	0.000000
7	1	2	0.000000
7	2	2	0.000000
7	3	2	0.000000
7	4	2	0.000000
7	5	2	0.000000
7	6	2	0.000000
7	7	2	0.000000
